IACO,Reg,Desc,Plane Type,Blah,BlahBlah
43C6FB,ZZ338,Royal Air Force,Airbus Voyager KC3,,
43C700,ZZ343,Royal Air Force,Airbus Voyager KC2,,
43EB76,2-DEER,Deer Jet,Boeing 787-BBJ,,
440028,OE-GPS,Tyrol Air Ambulance,Cessna Citation Bravo,,
4400D0,OE-GBD,Tyrol Air Ambulance,IAI 1125 Astra SPX,,
440890,OE-GKW,Tyrol Air Ambulance,IAI 1125 Astra SP,,
440891,OE-GBE,Tyrol Air Ambulance,IAI 1125 Astra SPX,,
440996,OE-XRE,ARA Flugrettung,Eurocopter H145,,
4409A5,OE-GFC,Tyrol Air Ambulance,IAI 1125 Astra SP,,
4484CA,OO-AFJ,Private,BIPLANE,,
448B2C,OO-BYL,Private,BIPLANE,,
4490D0,OO-DFP,Private,BIPLANE,,
449532,OO-EIR,Private,BIPLANE,,
449676,OO-ESV,Private,BIPLANE,,
449EE1,OO-GWA,Private,BIPLANE,,
449EE3,OO-GWC,Private,BIPLANE,,
44AC34,OO-KAT,Private,BIPLANE,,
44B2A3,OO-LUC,Private,BIPLANE,,
44B2AB,OO-LUK,Private,BIPLANE,,
44B54D,OO-MJM,Private,BIPLANE,,
44B5A2,OO-MMB,Private,BIPLANE,,
44B5EE,OO-MON,Private,BIPLANE,,
44B906,OO-NHF,Service dAide Medicale dUrgence,MD 900 Explorer,,
44BAA5,OO-NUE,Private,BIPLANE,,
44C02D,OO-PAM,Private,BIPLANE,,
44C134,OO-PIT,Private,BIPLANE,,
44C9F2,OO-ROR,Private,BIPLANE,,
44CB2C,OO-RYL,Dream Flight Factory,North American TF-51D Mustang,,
44CEC2,OO-SVB,Private,BIPLANE,,
44CED4,OO-SVT,Private,BIPLANE,,
44F104,FA-84,Belgian Air Component,F-16 Fighting Falcon,,
44F106,FA-86,Belgian Air Component,F-16 Fighting Falcon,,
44F107,FA-87,Belgian Air Component,F-16 Fighting Falcon,,
44F109,FA-89,Belgian Air Component,F-16 Fighting Falcon,,
44F122,FA-92,Belgian Air Component,F-16 Fighting Falcon,,
44F125,FA-95,Belgian Air Component,F-16 Fighting Falcon,,
4686E7,LN-OOX,Norsk Luftambulanse,MBB-Kawasaki BK 117 D-2,,
47129E,HA-HBI,Hungarian Air Ambulance,Eurocopter EC135 P2,,
47129F,HA-HBJ,Hungarian Air Ambulance,Eurocopter EC135 P2,,
4712A0,HA-HBK,Hungarian Air Ambulance,Eurocopter EC135 P2,,
4712A1,HA-HBL,Hungarian Air Ambulance,Eurocopter EC135 P2,,
4712A2,HA-HBM,Hungarian Air Ambulance,Eurocopter EC135 P2+,,
4712A3,HA-HBN,Hungarian Air Ambulance,Eurocopter EC135 P2+,,
4780B8,LN-OOA,Norsk Luftambulanse,MBB-Kawasaki BK 117 D-3,,
47838C,LN-ODL,Norsk Luftambulanse,AgustaWestland AW.139,,
47839C,LN-OOB,Norsk Luftambulanse,MBB-Kawasaki BK 117 D-2,,
4783B2,LN-ODM,Norsk Luftambulanse,AgustaWestland AW.139,,
47879D,LN-OON,Norsk Luftambulanse,Eurocopter EC135 P2+,,
4787FE,LN-BSF,Babcock Scandinavian AirAmbulance,B200GT Super King Air,,
47885F,LN-BSE,Babcock Scandinavian AirAmbulance AB,B200GT Super King Air,,
47887E,LN-BSD,Babcock Scandinavian AirAmbulance,B200GT Super King Air,,
47888D,LN-BSC,Babcock Scandinavian AirAmbulance,B200GT Super King Air,,
478891,LN-BSA,Babcock Scandinavian AirAmbulance,B200GT Super King Air,,
478E3F,LN-EUJ,Babcock Scandinavian AirAmbulance,Cessna Citation Latitude,,
478EA8,LN-BSI,Babcock Scandinavian AirAmbulance,B200GT Super King Air,,
479555,LN-BSG,Babcock Scandinavian AirAmbulance,B200GT Super King Air,,
47A1CE,LN-OOZ,Norsk Luftambulanse,Eurocopter EC135 P2+,,
47A20D,LN-OOW,Norsk Luftambulanse,Eurocopter EC135 P2+,,
47A210,LN-OOV,Norsk Luftambulanse,Eurocopter EC135,,
47A2F4,LN-OOU,Norsk Luftambulanse,MBB-Kawasaki BK 117 D-2,,
47A37B,LN-OOT,Norsk Luftambulanse,MBB-Kawasaki BK 117 D-2,,
47A37F,LN-OOS,Norsk Luftambulanse,MBB-Kawasaki BK 117 D-2,,
47A39C,LN-OOR,Norsk Luftambulanse,MBB-Kawasaki BK 117 D-2,,
47A3AB,LN-OOP,Norsk Luftambulanse,MBB-Kawasaki BK 117 D-2,,
47A3BB,LN-OOO,Norsk Luftambulanse,MBB-Kawasaki BK 117 D-2,,
47A48C,LN-SAA,Babcock Scandinavian AirAmbulance,Cessna Citation Latitude,,
47BF10,LN-OUK,Norsk Luftambulanse,Eurocopter EC135 T3H,,
47BF37,LN-OUJ,Norsk Luftambulanse,Eurocopter EC135 T3,,
47BF3E,LN-OUG,Norsk Luftambulanse,Eurocopter EC135 T3H,,
47BFC7,LN-OUH,Norsk Luftambulanse,Eurocopter EC135 T3H,,
47BFC8,LN-OUF,Norsk Luftambulanse,Eurocopter EC135 T3H,,
47C007,LN-BSH,Babcock Scandinavian AirAmbulance,B200GT Super King Air,,
47C00D,LN-OUE,Norsk Luftambulanse,Eurocopter EC135 T3H,,
47C01E,LN-OUD,Norsk Luftambulanse,Eurocopter EC135 T3H,,
47C0CF,LN-OUC,Norsk Luftambulanse,Eurocopter EC135 T3H,,
47C1C6,LN-BSJ,Babcock Scandinavian AirAmbulance,B200GT Super King Air,,
47C39C,LN-BSB,Babcock Scandinavian AirAmbulance,B200GT Super King Air,,
480C01,NAF40,Royal Netherlands Air Force,Douglas DC-10 KDC-10,,
484122,P4-VIP,Equatorial Guinea,Gulfstream G500,GLF5,Gov
484362,P4-KAZ,Mint Juleps Investments,Boeing 737-BBJ,B737,Gov
4843BB,PH-ELP,ANWB Medical Air Assistance,Eurocopter EC135 T2,,
48448C,P4-SKN,Equatorial Guinea,Boeing 777-LR,B77L,Gov
4844C2,PH-MAA,ANWB Medical Air Assistance,Eurocopter EC135 T2+,,
484989,PH-PGP,Wings over Holland,BIPLANE,,
484B58,PH-HVB,ANWB Medical Air Assistance,Eurocopter EC135 T2+,,
484BC8,PH-PEP,Sky Unlimited bv,BIPLANE,,
4850BE,P4RMA,Libya,Dassault Falcon 900,F900,Gov
4851D4,PH-IIJ,Private,BIPLANE,,
4853E2,PH-OOP,ANWB Medical Air Assistance,MBB-Kawasaki BK 117 D-2,,
4853F6,PH-HOW,ANWB Medical Air Assistance,MBB-Kawasaki BK 117 D-2,,
4857B3,PH-TTR,ANWB Medical Air Assistance,Eurocopter EC135 P3,,
485E49,PH-DOC,ANWB Medical Air Assistance,Eurocopter EC135 P3,,
485FB5,PH-WAG,Private,BIPLANE,,
48605B,PH-LLN,ANWB Medical Air Assistance,Eurocopter EC135 P3,,
48605C,PH-UMC,ANWB Medical Air Assistance,Eurocopter EC135 P3,,
489EC1,SP-HXB,Polish Medical Air Service,Eurocopter EC135 P2+,,
489EC2,SP-HXC,Polish Medical Air Service,Eurocopter EC135 P2+,,
489EC3,SP-HXD,Polish Medical Air Service,Eurocopter EC135 P2+,,
489EC4,SP-HXE,Polish Medical Air Service,Eurocopter EC135 P2+,,
489EC5,SP-HXF,Polish Medical Air Service,Eurocopter EC135 P2+,,
489EC6,SP-HXG,Polish Medical Air Service,Eurocopter EC135 P2+,,
489EC7,SP-HXH,Polish Medical Air Service,Eurocopter EC135 P2+,,
489EC8,SP-HXI,Polish Medical Air Service,Eurocopter EC135 P2+,,
489EC9,SP-HXK,Polish Medical Air Service,Eurocopter EC135 P2+,,
489ECA,SP-HXL,Polish Medical Air Service,Eurocopter EC135 P2+,,
489ECB,SP-HXM,Polish Medical Air Service,Eurocopter EC135 P2+,,
489ECC,SP-HXN,Polish Medical Air Service,Eurocopter EC135 P2+,,
489ECD,SP-HXO,Polish Medical Air Service,Eurocopter EC135 P2+,,
489ECE,SP-HXP,Polish Medical Air Service,Eurocopter EC135 P2+,,
489ED0,SP-HXR,Polish Medical Air Service,Eurocopter EC135 P2+,,
489ED1,SP-HXS,Polish Medical Air Service,Eurocopter EC135 P2+,,
489ED2,SP-HXT,Polish Medical Air Service,Eurocopter EC135 P2+,,
489ED3,SP-HXU,Polish Medical Air Service,Eurocopter EC135 P2+,,
489ED4,SP-HXW,Polish Medical Air Service,Eurocopter EC135 P2+,,
489ED5,SP-HXZ,Polish Medical Air Service,Eurocopter EC135 P2+,,
489ED7,SP-HXY,Polish Medical Air Service,Eurocopter EC135 P2+,,
489ED8,SP-HXV,Polish Medical Air Service,Eurocopter EC135 P2+,,
48B2D0,SP-MXR,Polish Medical Air Rescue,Learjet 75 Liberty,,
495238,CSTQX,Ceiba Intercontinental,Boeing 777-LR,B77L,Gov
498421,3085,Czech Air Force,Airbus ACJ319-115X,,
498422,2801,Czech Air Force,Airbus ACJ319-115X,,
49D0D4,OK-HFL,Heritage of Flying Legends,BIPLANE,,
49D164,OK-WHB,Aeroklub Plasy,BIPLANE,,
49D166,OK-GIB,Ellbogen s.r.o,BIPLANE,,
49D26B,OK-KIQ,Air Special,BIPLANE,,
4A3610,342,SMURD Air Ambulance,Eurocopter EC135 T2+,,
4A3611,343,SMURD Air Ambulance,Eurocopter EC135 T2+,,
4A8182,84002,Swedish Air Force,C-130H Hercules,,
4A8184,84004,Swedish Air Force,C-130H Hercules,,
4A8185,84005,Swedish Air Force,C-130H Hercules,,
4A8186,84006,Swedish Air Force,C-130H Hercules,,
4A8188,84008,Swedish Air Force,C-130H Hercules,,
4A8199,102004,Swedish Air Force,Gulfstream G-IV SP,,
4A8220,100004,Swedish Air Force,S100B Argus ,,
4A822A,102005,Swedish Air Force,Gulfstream G550 TP-102D,,
4A892C,SE-BIL,Private,North American TP-51A Mustang,,
4A935A,SE-DZZ,Babcock Scandinavian AirAmbulance,Learjet 35A,,
4AA703,SE-IXC,Babcock Scandinavian AirAmbulance,B200 Super King Air,,
4AA8CE,SE-JFN,Babcock Scandinavian AirAmbulance,Eurocopter EC135 T2,,
4AA921,SE-JIA,Babcock Scandinavian AirAmbulance,Eurocopter AS365 N2 Dauphin,,
4AA923,SE-JIC,Babcock Scandinavian AirAmbulance,Eurocopter AS365 N2 Dauphin,,
4AA924,SE-JID,Babcock Scandinavian AirAmbulance,Eurocopter AS365 N3 Dauphin,,
4AAA41,SE-JRA,Babcock Scandinavian AirAmbulance,AgustaWestland AW.169,,
4AAA42,SE-JRB,Babcock Scandinavian AirAmbulance,Eurocopter AS365 N3 Dauphin,,
4AAA44,SE-JRD,Babcock Scandinavian AirAmbulance,MBB-Kawasaki BK 117 D-2,,
4AAA45,SE-JRE,Babcock Scandinavian AirAmbulance,MBB-Kawasaki BK 117 D-2,,
4AAA46,SE-JRF,Babcock Scandinavian AirAmbulance,MBB-Kawasaki BK 117 D-2,,
4AAA47,SE-JRG,Babcock Scandinavian AirAmbulance,MBB-Kawasaki BK 117 D-2,,
4AAA4F,SE-JRO,Babcock Scandinavian AirAmbulance,MBB-Kawasaki BK 117 C-2,,
4AAA67,SE-JSG,Babcock Scandinavian AirAmbulance,AgustaWestland AW.169,,
4AAA68,SE-JSH,Babcock Scandinavian AirAmbulance,AgustaWestland AW.169,,
4AAA69,SE-JSI,Babcock Scandinavian AirAmbulance,AgustaWestland AW.169,,
4AAA6A,SE-JSJ,Babcock Scandinavian AirAmbulance,AgustaWestland AW.169,,
4AAA6B,SE-JSK,Babcock Scandinavian AirAmbulance,AgustaWestland AW.169,,
4AAA6C,SE-JSL,Babcock Scandinavian AirAmbulance,MBB-Kawasaki BK 117 D-3,,
4AAA70,SE-JSP,Babcock Scandinavian AirAmbulance,MBB-Kawasaki BK 117 D-2,,
4AAA72,SE-JSR,Babcock Scandinavian AirAmbulance,MBB-Kawasaki BK 117 D-2,,
4AAA73,SE-JSS,Babcock Scandinavian AirAmbulance,MBB-Kawasaki BK 117 D-2,,
4AAB01,SE-JXA,Svensk Luftambulans,MBB-Kawasaki BK 117 D-2,,
4AAB02,SE-JXB,Svensk Luftambulans,MBB-Kawasaki BK 117 D-2,,
4AAB03,SE-JXC,Svensk Luftambulans,MBB-Kawasaki BK 117 D-2,,
4AACD0,SE-KFP,Babcock Scandinavian AirAmbulance,B200C Super King Air,,
4AB2D6,SE-LVV,Babcock Scandinavian AirAmbulance,B200 Super King Air,,
4AB43A,SE-MAZ,Babcock Scandinavian AirAmbulance,B200 Super King Air,,
4AB548,SE-MJH,Babcock Scandinavian AirAmbulance,B200GT Super King Air,,
4AB549,SE-MJI,Babcock Scandinavian AirAmbulance,B200GT Super King Air,,
4AB54A,SE-MJJ,Babcock Scandinavian AirAmbulance,B200GT Super King Air,,
4ACAC1,SE-RVA,Swedish Air Ambulance,Pilatus PC-24,,
4ACAC5,SE-RVE,Swedish Air Ambulance,Pilatus PC-24,,
4B1A00,HB-JWA,Swiss Air Ambulance AG,Bombardier Challenger 650,,
4B1A01,HB-JWB,Swiss Air Ambulance AG,Bombardier Challenger 650,,
4B1A02,HB-JWC,Swiss Air Ambulance AG,Bombardier Challenger 650,,
4B208C,HB-MIM,Ariel Ludi,BIPLANE,,
4B219F,HB-MTB,Private,BIPLANE,,
4B36DB,HB-UUD,Bucker Fan Club,BIPLANE,,
4B36EA,HB-UUS,Private,BIPLANE,,
4B36F1,HB-UUZ,Private,BIPLANE,,
4B36F5,HB-UVD,Private,BIPLANE,,
4B42F2,HB-ZJE,AAA Alpine Air Ambulance,Eurocopter EC135 P1,,
4B43AA,HB-ZQG,Swiss Air Ambulance AG,MBB-Kawasaki BK 117 D-2,,
4B43AB,HB-ZQH,Swiss Air Ambulance AG,MBB-Kawasaki BK 117 D-2,,
4B43AC,HB-ZQI,Swiss Air Ambulance AG,MBB-Kawasaki BK 117 D-2,,
4B43AD,HB-ZQJ,Swiss Air Ambulance AG,MBB-Kawasaki BK 117 D-2,,
4B43AF,HB-ZQL,Swiss Air Ambulance AG,MBB-Kawasaki BK 117 D-2,,
4B43B0,HB-ZQM,Swiss Air Ambulance AG,MBB-Kawasaki BK 117 D-2,,
4B43B1,HB-ZQN,Swiss Air Ambulance AG,MBB-Kawasaki BK 117 D-2,,
4B43C7,HB-ZRJ,Swiss Air Ambulance AG,Eurocopter AS350 Squirrel B3,,
4B43CB,HB-ZRN,Swiss Air Ambulance AG,AgustaWestland AW.109 SP Grand New,,
4B43CD,HB-ZRP,Swiss Air Ambulance AG,AgustaWestland AW.109 SP Grand New,,
4B43CE,HB-ZRQ,Swiss Air Ambulance AG,AgustaWestland AW.109 SP Grand New,,
4B43CF,HB-ZRR,Swiss Air Ambulance AG,AgustaWestland AW.109 SP Grand New,,
4B43D0,HB-ZRS,Swiss Air Ambulance AG,AgustaWestland AW.109 SP Grand New,,
4B43D1,HB-ZRT,Swiss Air Ambulance AG,AgustaWestland AW.109 SP Grand New,,
4B43D2,HB-ZRU,Swiss Air Ambulance AG,AgustaWestland AW.109 SP Grand New,,
4B43D4,HB-ZRW,Swiss Air Ambulance AG,AgustaWestland AW.109 SP Grand New,,
4B43D5,HB-ZRX,Swiss Air Ambulance AG,AgustaWestland AW.109 SP Grand New,,
4B43D6,HB-ZRY,Swiss Air Ambulance AG,AgustaWestland AW.109 SP Grand New,,
4B43D7,HB-ZRZ,Swiss Air Ambulance AG,AgustaWestland AW.109 SP Grand New,,
4B4410,HB-ZUE,AAA Alpine Air Ambulance,Eurocopter EC135 T2+,,
4B85C1,TC-ANA,Gov of Turkey,Airbus ACJ319-115X,A319,Gov
4B85CB,TC-ANK,Gov of Turkey,Airbus ACJ318-112 Elite,A318,Gov
4B8C2E,TC-CAN,Gov of Turkey,Airbus A340-542,A345,Gov
4B8D42,TC-CJB,Gov of Turkey,Embraer Legacy 650,E35L,Gov
4B9C30,TC-GAP,Gov of Turkey,Gulfstream G450,GLF4,Gov
4BA674,TC-IST,Gov of Turkey,Airbus ACJ319-133X,A319,Gov
4BCA61,TC-RSA,Redstar Aviation,BAe Jetstream 32-17,,
4BCA62,TC-RSB,Redstar Aviation,Learjet 45,,
4BCA63,TC-RSC,Redstar Aviation,Learjet 45XR,,
4BCA64,TC-RSD,Redstar Aviation,Learjet 45XR,,
4BCA65,TC-RSE,Redstar Aviation,Learjet 45,,
4BD130,TC-TIP,Redstar Aviation,Mil Mi-2,,
4BD24B,TC-TRK,Gov of Turkey,Boeing 747-BBJ,B748,Gov
4BD259,TC-TRY,Gov of Turkey,Bombardier Challenger 850,CRJ2,Gov
4BD2B2,TC-TUR,Gov of Turkey,Airbus ACJ330-243,A332,Gov
4CAB3D,EJ-REVA,Reva Air Ambulance,Hawker 125 800XP,,
4D0285,LX-TWO,Luxembourg Air Ambulance,Learjet 45XR,,
4D0287,LX-HMD,Luxembourg Air Rescue,MD 900 Explorer,,
4D0288,LX-HPG,Luxembourg Air Rescue,MD 900 Explorer,,
4D028A,LX-HRC,Luxembourg Air Rescue,MD 900 Explorer,,
4D028E,LX-ONE,Luxembourg Air Ambulance,Learjet 45XR,,
4D028F,LX-RHC,Luxembourg Air Ambulance,Bombardier Challenger 605,,
4D0290,LX-RSQ,Luxembourg Air Ambulance,Learjet 45XR,,
4D0293,LX-EAA,Luxembourg Air Ambulance,Learjet 45XR,,
4D0294,LX-LAA,Luxembourg Air Ambulance,Learjet 45XR,,
4D0295,LX-LAR,Luxembourg Air Ambulance,Learjet 45,,
502C61,YL-LEV,Flying Adventure Tours,BIPLANE,,
510001,EW-85815,Gov of Belarus,Tupolev Tu-154M,T154,Gov
51002B,EW-001PA,Gov of Belarus,737NG-BBJ2,B738,Gov
51005E,EW-001PB,Gov of Belarus,Boeing 767-ER,B763,Gov
510112,EW-001PH,Gov of Belarus,AgustaWestland AW.139,A139,Gov
51100D,STPRM,Sudanese Police Air Wing,Antonov An-72,AN72,Gov
600801,4K-8888,Gov of Azerbaijan,Airbus ACJ319-115,A319,Gov
600806,4K-AI06,Gov of Azerbaijan,Gulfstream G550,GLF5,Gov
600807,4K-AI07,Gov of Azerbaijan,Airbus ACJ320-214X,A320,Gov
60082E,4K-AZ46,Gov of Azerbaijan,Eurocopter EC155 B1,EC55,Gov
60082F,4K-AZ47,Gov of Azerbaijan,Eurocopter EC155 B1,EC55,Gov
600B78,4K-AZ888,Gov of Azerbaijan,Gulfstream G450,GLF4,Gov
600BC0,4K-AI08,Gov of Azerbaijan,Airbus ACJ340-642X,A346,Gov
600BC4,4K-AI88,Gov of Azerbaijan,Gulfstream G650,GLF6,Gov
600BE8,4K-AI01,Gov of Azerbaijan,Boeing 767-ER,B763,Gov
600BE9,4K-AI001,Gov of Azerbaijan,Boeing 777-LR,B77L,Gov
601831,EZ-A700,Gov of Turkmenistan,Boeing 737-BBJ,B737,Gov
60183E,EZ-B024,Gov of Turkmenistan,Bombardier Challenger 870,CRJ7,Gov
601841,EZ-B021,Gov of Turkmenistan,BAe 125,H25C,Gov
60184F,EZ-F426,Turkmenistan Airlines,Ilyushin IL-76TD,,
601850,EZ-F427,Turkmenistan Airlines,Ilyushin IL-76TD,,
601856,EZ-S720,Gov of Turkmenistan,Sikorsky S-92 A,S92,Gov
601857,EZ-S721,Gov of Turkmenistan,Sikorsky S-92 A,S92,Gov
60185A,EZ-A007,Gov of Turkmenistan,Boeing 737,B737,Gov
60185B,EZ-B022,Gov of Turkmenistan,Bombardier Challenger 605,CL60,Gov
60185C,EZ-B023,Gov of Turkmenistan,Bombardier Challenger 605,CL60,Gov
601861,EZ-A777,Gov of Turkmenistan,Boeing 777-LR,B77L,Gov
601862,EZ-S714,Gov of Turkmenistan,EH-101 Merlin Mk643,EH10,Gov
601864,EZ-S715,Gov of Turkmenistan,EH-101 Merlin Mk643,EH10,Gov
683037,UP-B5701,Gov of Kazakhstan,Boeing 757,B752,Gov
6830A5,UP-A2001,Gov of Kazakhstan,Airbus ACJ320-214X,A320,Gov
6830ED,UP-A3001,Gov of Kazakhstan,Airbus A330-243,A332,Gov
6831ED,74008,Kazakhstan Border Guards,Antonov An-74TK-200,AN72,Gov
683243,UN-95100,Government of Kazakhstan,Sukhoi Superjet 100-95 SBJ,SU95,Gov
700008,YA-KAM,Kam Air,Boeing 767,,
70601E,9K-AJD,Gov of Kuwait,Gulfstream G500,GLF5,Gov
70601F,9K-AJE,Gov of Kuwait,Gulfstream G500,GLF5,Gov
706020,9K-AJF,Gov of Kuwait,Gulfstream G500,GLF5,Gov
706021,9K-AHI,Gov of Kuwait,Airbus A300-C4-620,A306,Gov
706024,9K-AKD,Gov of Kuwait,Airbus A320-212,A320,Gov
706047,9K-GEA,Gov of Kuwait,Airbus ACJ319-115X,A319,Gov
706048,9K-GFA,Gov of Kuwait,Gulfstream G550,GLF5,Gov
706049,9K-GBA,Gov of Kuwait,Airbus A340-542,A345,Gov
70604A,9K-GBB,Gov of Kuwait,Airbus A340-541,A345,Gov
70604B,9K-GAA,Gov of Kuwait,Boeing 747-BBJ,B748,Gov
70604C,9K-GCC,Gov of Kuwait,Boeing 737NG-BBJ3,B739,Gov
706053,9K-GGB,Gov of Kuwait,Gulfstream G650,GLF6,Gov
706054,9K-GGC,Gov of Kuwait,Gulfstream G650,GLF6,Gov
706055,9K-GGD,Gov of Kuwait,Gulfstream G650,GLF6,Gov
706203,9K-GGA,Gov of Kuwait,Gulfstream G650,GLF6,Gov
70C020,A4OSO,Oman Royal Flight,Boeing 747-SP,B74S,Gov
70C04D,A4OOMN,Oman Royal Flight,Boeing 747,B744,Gov
70C057,A4OAA,Oman Royal Flight,Airbus A320-232,A320,Gov
70C07B,554,Royal Air Force of Oman,Airbus ACJ320-214X,A320,Gov
70C07C,555,Royal Air Force of Oman,Airbus ACJ320-214X,A320,Gov
70C07E,556,Royal Air Force of Oman,Airbus A320-214,A320,Gov
70C08C,557,Royal Air Force of Oman,Gulfstream G-IV,GLF4,Gov
70C0B3,A4OAD,Oman Royal Flight,Gulfstream G550,GLF5,Gov
70C0B4,A4OAE,Oman Royal Flight,Gulfstream G550,GLF5,Gov
70C0B7,A4OHMS,Oman Royal Flight,Boeing 747-BBJ,B748,Gov
70C0BA,A4OAJ,Oman Royal Flight,Airbus ACJ319-133X,A319,Gov
710022,HZ-MS4C,Saudi Armed Forces Medical Services,Gulfstream G450,,
71002D,HZ-SK1,Saudi Ministry of Finance,Gulfstream G400SP,GLF4,Gov
710038,HZ-AKF,Saudi Arabian Airlines,Boeing 777,B772,Gov
710094,HZ-AS44,Saudi Royal Flight,Airbus A320-200,A320,Civ
710096,HZ-AS45,Saudi Royal Flight,Airbus A320-200,A320,Civ
710100,HZ-MF1,Saudi Ministry of Finance,Boeing 737-BBJ,B737,Gov
71010B,HZ-124,Saudi Special Flight Services,Airbus A340-200,A342,Civ
710125,HZ-AK44,Gov of Saudi Arabia,Boeing 777-ER,B77W,Gov
71012E,HZ-AK45,Gov of Saudi Arabia,Boeing 777-ER,B77W,Gov
710190,HZ-MF9,Saudi Arabian Government,Boeing 777-ER,B77W,Gov
710195,HZ-MF7,Saudi Ministry of Finance,Boeing 787-BBJ,B788,Gov
710196,HZ-MS51,Saudi Armed Forces Medical Services,AgustaWestland AW.139,,
710197,HZ-MS52,Saudi Armed Forces Medical Services,AgustaWestland AW.139,,
71019B,HZ-MF8,Saudi Ministry of Finance,Boeing 787-BBJ,B788,Gov
7101A1,HZ-MS4A,Saudi Armed Forces Medical Services,Gulfstream G450,,
7101E0,HZ-MS5A,Saudi Armed Forces Medical Services,Gulfstream G500,,
7101E3,HZ-MF2,Saudi Ministry of Finance,Boeing 737-BBJ,B737,Gov
7101E4,HZ-WBT5,HRH Prince Awaleed Bin Talal,BAe 125,H25B,Gov
7101E7,HZ-MF3,Saudi Ministry of Finance,Gulfstream G300,GLF4,Gov
7101E9,HZ-MF4,Saudi Ministry of Finance,Gulfstream G300,GLF4,Gov
7101F0,HZ-MF5,Saudi Ministry of Finance,Gulfstream G300,GLF4,Gov
7101F1,HZ-WBT7,Kingdom Holding,Boeing 747,B744,Gov
710204,HZ-MS71,Saudi Armed Forces Medical Services,B350C Super King Air,,
710205,HZ-MS72,Saudi Armed Forces Medical Services,B350C Super King Air,,
710208,HZ-MS73,Saudi Armed Forces Medical Services,B350C Super King Air,,
710209,HZ-MS74,Saudi Armed Forces Medical Services,B350C Super King Air,,
71020A,HZ-MS75,Saudi Armed Forces Medical Services,B350C Super King Air,,
71021D,HZ-MS1A,Saudi Armed Forces Medical Services,Learjet 60XR,,
71021E,HZ-MS1B,Saudi Armed Forces Medical Services,Learjet 60XR,,
71022B,HZ-MF6,Saudi Ministry of Finance,Boeing 737NG,B739,Gov
710277,HZ-AS99,Saudi Royal Flight,Airbus ACJ318-100,A318,Civ
710321,HZ-HM1A,Gov of Saudi Arabia,Boeing 747,B743,Gov
710322,HZ-HM1B,Gov of Saudi Arabia,Boeing 747-SP,B74S,Gov
71032C,HZ-HMED,Gov of Saudi Arabia,Boeing 757,B752,Gov
710333,HZ-HM1,Gov of Saudi Arabia,Boeing 747,B744,Gov
710334,HZ-HMS2,Gov of Saudi Arabia,A340-213X,A342,Gov
710336,HZ-HM1C,Gov of Saudi Arabia,Boeing 747-SP,B74S,Gov
710386,HZ-128,Saudi Armed Forces Medical Services,L-100-30 Hercules,,
7103E8,HZ-MS4B,Saudi Armed Forces Medical Services,Gulfstream G450,,
7103F5,HZ-MS5B,Saudi Armed Forces Medical Services,Gulfstream G500,,
727761,P-561,Air Koryo,Tupolev Tu-154B-2,T154,Gov
72779A,P-883,Air Koryo,Ilyushin IL-62M,IL62,Gov
7277A8,P-632,Air Koryo,Tupolev Tu-204-300,T204,Gov
7277A9,P-633,Air Koryo,Tupolev Tu-204-100B,T204,Gov
7277CF,P-671,Air Koryo,Antonov An-148,A148,Gov
7277D0,P-672,Air Koryo,Antonov An-148,A148,Gov
72785D,P-813,Air Koryo,Tupolev Tu-134B-3,T134,Gov
7278A1,p-881,Air Koryo,Ilyushin IL-62M,IL62,Gov
7278A2,P-882,Government Of North Korea,Ilyushin IL-62M,IL62,Gov
7278A5,P-885,Air Koryo,Ilyushin IL-62M,IL62,Gov
7278C2,P-914,Air Koryo,Ilyushin IL-76M,IL76,Gov
730400,EP-AGB,Meraj Airlines,Airbus A321-231,A321,Gov
7304E1,EP-AGA,Gov of Iran,Boeing 737,B732,Gov
7304F7,EP-AGW,Gov of Iran,Turbo Commander,AC90,Gov
730541,EP-AJA,Meraj Airlines,Airbus A340-313,A343,Gov
730543,EP-AJC,Meraj Airlines,Airbus A320-232,A320,Gov
7306C1,EP-AVA,Ava Salamat Air Ambulance,MBB-Kawasaki BK 117 C-1,,
7306C2,EP-AVB,Ava Salamat Air Ambulance,MBB-Kawasaki BK 117 C-1,,
7306C3,EP-AVC,Ava Salamat Air Ambulance,MBB-Kawasaki BK 117 C-1,,
7306C4,EP-AVD,Ava Salamat Air Ambulance,MBB-Kawasaki BK 117 C-1,,
7306C7,EP-AVG,Ava Salamat Air Ambulance,MBB-Kawasaki BK 117 C-1,,
7324E4,EP-IGD,Gov of Iran,Airbus A321-231,A321,Gov
734D02,EP-CQA,Gov of Iran,Boeing 747-2J9F,B742,Gov
7350C1,EP-TFA,Gov of Iran,Dassault Falcon 50,FA50,Gov
7350C9,EP-TFI,Gov of Iran,Dassault Falcon 50,FA50,Gov
762AF3,J-755,Pakistan Air Force,Gulfstream G-IV SP,GLF4,Gov
762BF4,J-756,Pakistan Air Force,Gulfstream G450,GLF4,Gov
778561,YKAKA,Syrianair,Airbus A320-232,A320,Gov
778663,YK-ASC,Gov of Syria,Dassault Falcon 900,F900,Gov
77CE26,YK-SQF,Gov of Syria,Yakovlev Yak-40K,YK40,Gov
77CE27,YK-SQG,Gov of Syria,Yakovlev Yak-40K,YK40,Gov
